Wall time,Step,Value
1653691142.7057135,0,0.9366167783737183
1653691161.8952,1,0.9349542856216431
1653691181.6218743,2,0.9127181768417358
1653691200.9485106,3,0.836034893989563
1653691219.8833268,4,0.8609725832939148
1653691239.0809,5,0.8410224318504333
1653691258.3831172,6,0.8526600003242493
1653691277.861556,7,0.8480880856513977
1653691297.2478683,8,0.8659601211547852
1653691316.7016807,9,0.782418966293335
1653691335.786391,10,0.8414380550384521
1653691354.9420748,11,0.8331255316734314
1653691373.8914928,12,0.8584787845611572
1653691393.206907,13,0.8349958658218384
1653691412.5066056,14,0.8474646806716919
1653691431.9664037,15,0.8599334955215454
1653691451.1079853,16,0.8755195140838623
1653691470.2619362,17,0.8420615196228027
1653691489.2675679,18,0.8790523409843445
1653691509.9140017,19,0.8715710639953613
1653691529.8708484,20,0.8753117322921753
1653691549.0728557,21,0.8678303956985474
1653691568.469792,22,0.8809226751327515
1653691587.3766398,23,0.858894407749176
1653691606.3916242,24,0.8832086324691772
1653691625.569038,25,0.8543225526809692
1653691645.2161427,26,0.8738570213317871
1653691664.5821953,27,0.8780133128166199
1653691683.999487,28,0.86263507604599
1653691703.0465038,29,0.8744804859161377
1653691722.023755,30,0.9104322791099548
1653691740.8837385,31,0.9131338596343994
1653691760.4575877,32,0.9135494828224182
1653691779.7061787,33,0.9114713072776794
1653691799.4073498,34,0.8915212154388428
1653691818.9541073,35,0.9060681462287903
1653691837.8901227,36,0.9017040729522705
1653691856.863818,37,0.9087697267532349
1653691876.18755,38,0.8963009119033813
1653691895.584975,39,0.9025353193283081
1653691915.1076047,40,0.8935993313789368
1653691934.675762,41,0.8979634046554565
1653691953.71088,42,0.8956774473190308
1653691972.7459888,43,0.8998337388038635
1653691991.8568556,44,0.8871570825576782
1653692011.2363079,45,0.9100165963172913
1653692030.4987602,46,0.8954696655273438
1653692049.9525545,47,0.8935993313789368
1653692069.1311574,48,0.8919368386268616
1653692088.2189395,49,0.891313374042511
1653692107.0966425,50,0.895054042339325
1653692126.3886697,51,0.8798836469650269
1653692145.3600771,52,0.8944305777549744
1653692164.9329271,53,0.8969243764877319
1653692184.3435712,54,0.8927680850028992
1653692203.2965167,55,0.9060681462287903
1653692222.7947037,56,0.8775976896286011
1653692242.581979,57,0.8763507604598999
1653692261.6141243,58,0.9000415802001953
1653692281.2769032,59,0.8877805471420288
1653692300.7996411,60,0.9233167171478271
1653692319.7477186,61,0.9193682670593262
1653692338.921728,62,0.9266417026519775
1653692358.2375886,63,0.9235244989395142
1653692377.7444692,64,0.9233167171478271
1653692396.9364634,65,0.9212385416030884
1653692416.5107503,66,0.9170823097229004
1653692435.6196616,67,0.9224854707717896
1653692454.559992,68,0.9231088757514954
1653692473.6647716,69,0.9193682670593262
1653692493.1730413,70,0.9206151366233826
1653692512.248989,71,0.9187448024749756
1653692531.8675487,72,0.9185370206832886
1653692551.4919002,73,0.9185370206832886
1653692570.6289454,74,0.9201995134353638
1653692589.855244,75,0.9100165963172913
1653692608.9816275,76,0.9152119755744934
1653692628.4510593,77,0.9177057147026062
1653692647.6885238,78,0.9127181768417358
1653692667.0997753,79,0.9191604256629944
1653692686.378763,80,0.918121337890625
1653692705.478202,81,0.9185370206832886
1653692724.5851727,82,0.9137572646141052
1653692744.1485872,83,0.9108479022979736
1653692763.2222137,84,0.916043221950531
1653692782.702133,85,0.9185369610786438
1653692802.1635156,86,0.9116791486740112
1653692821.232426,87,0.9108479022979736
1653692840.4374645,88,0.9064837694168091
1653692859.7887762,89,0.910224437713623
1653692878.9465275,90,0.9280964136123657
1653692898.6854734,91,0.9293432831764221
1653692918.4481812,92,0.9303823709487915
1653692937.6600487,93,0.9295511245727539
1653692956.7094212,94,0.9347464442253113
1653692975.7683668,95,0.9345386624336243
1653692995.0618544,96,0.9345386624336243
1653693014.3859878,97,0.9359933733940125
1653693033.870968,98,0.9343308210372925
1653693052.9811661,99,0.9324604868888855
1653693072.1795487,100,0.9337074160575867
1653693091.3510969,101,0.9359933733940125
1653693110.927147,102,0.9339151978492737
1653693130.413066,103,0.9359933733940125
1653693150.1051962,104,0.9355777502059937
1653693169.595676,105,0.9349542856216431
1653693188.7361119,106,0.9355777502059937
1653693207.9522824,107,0.9357855319976807
1653693227.0762873,108,0.9370324015617371
1653693246.784521,109,0.9355777502059937
1653693265.9985833,110,0.9355777502059937
1653693285.7605338,111,0.9372402429580688
1653693305.0276031,112,0.9332917928695679
1653693324.1449053,113,0.9337074160575867
1653693343.138115,114,0.9310058355331421
1653693362.519722,115,0.9310058355331421
1653693382.066163,116,0.9334995746612549
1653693401.5495687,117,0.9349542856216431
1653693420.852535,118,0.9337074160575867
1653693439.999857,119,0.93682461977005
1653693459.0672452,120,0.9391105771064758
1653693478.0779502,121,0.9378636479377747
1653693497.161063,122,0.9416043162345886
1653693513.340236,123,0.938902735710144
1653693529.4127586,124,0.9411886930465698
1653693545.4588523,125,0.9380714893341064
1653693561.6541648,126,0.9413965344429016
1653693577.842564,127,0.938902735710144
1653693593.9613185,128,0.9384871125221252
1653693610.0832741,129,0.938902735710144
1653693626.3669934,130,0.938902735710144
1653693642.2424078,131,0.9384871125221252
1653693658.2266917,132,0.9380714893341064
1653693674.49809,133,0.9382793307304382
1653693690.6058183,134,0.9378636479377747
1653693706.6527746,135,0.938694953918457
1653693722.745797,136,0.9393183588981628
1653693738.7262373,137,0.9366167783737183
1653693754.9189606,138,0.9378636479377747
1653693770.929921,139,0.9382793307304382
1653693786.9009411,140,0.9399418234825134
1653693802.9514644,141,0.938902735710144
1653693819.101399,142,0.9374480247497559
1653693835.302787,143,0.9393183588981628
1653693851.3551853,144,0.9397339820861816
1653693867.3207793,145,0.9395262002944946
1653693883.6613615,146,0.9391105771064758
1653693899.6590648,147,0.940980851650238
1653693915.806573,148,0.9397339820861816
1653693932.0451424,149,0.9393183588981628
1653693948.213254,150,0.9397339820861816
1653693964.2608883,151,0.9395262002944946
1653693980.407748,152,0.9403574466705322
1653693996.5290966,153,0.9395262002944946
1653694012.786708,154,0.9405652284622192
1653694028.9241536,155,0.9405652284622192
1653694045.1342268,156,0.940773069858551
1653694061.1924667,157,0.9411886930465698
1653694077.2777805,158,0.9418121576309204
1653694093.3654761,159,0.940980851650238
