Wall time,Step,Value
1653830903.8164124,0,0.9289276599884033
1653830918.4760907,1,0.9247714281082153
1653830933.7336287,2,0.8780133128166199
1653830948.5329056,3,0.8551537990570068
1653830963.8825753,4,0.8501662611961365
1653830978.7892528,5,0.801330029964447
1653830993.688696,6,0.8574397563934326
1653831008.626121,7,0.8121363520622253
1653831023.6417005,8,0.8555694222450256
1653831038.720371,9,0.8102660179138184
1653831053.5933194,10,0.8349958658218384
1653831068.7818906,11,0.8298004865646362
1653831083.9431715,12,0.8520365953445435
1653831098.9096577,13,0.8428927659988403
1653831114.0993881,14,0.8613882064819336
1653831129.092704,15,0.8383208513259888
1653831144.0656717,16,0.8790523409843445
1653831159.0961785,17,0.8335411548614502
1653831173.9553998,18,0.8322942852973938
1653831188.996752,19,0.8385286927223206
1653831204.0269282,20,0.8574397563934326
1653831219.0070217,21,0.868453860282898
1653831234.1205611,22,0.8462178111076355
1653831249.0020618,23,0.8470490574836731
1653831264.027355,24,0.86263507604599
1653831279.034192,25,0.8609725832939148
1653831293.8589585,26,0.8686617016792297
1653831309.07788,27,0.8669991493225098
1653831324.0396562,28,0.8570241332054138
1653831338.8424628,29,0.8333333134651184
1653831353.8807793,30,0.912302553653717
1653831368.8196673,31,0.8946384191513062
1653831384.098795,32,0.9089775681495667
1653831399.1747437,33,0.9048212766647339
1653831414.1960027,34,0.8954696655273438
1653831429.2553725,35,0.8890274167060852
1653831444.2267635,36,0.8977556228637695
1653831459.176774,37,0.8902742862701416
1653831474.2129364,38,0.8925602436065674
1653831489.2622452,39,0.9004572033882141
1653831504.2042594,40,0.8790523409843445
1653831519.2896194,41,0.8802992701530457
1653831534.1023257,42,0.8946384191513062
1653831549.4370742,43,0.8925602436065674
1653831564.2495914,44,0.8888196349143982
1653831579.1887286,45,0.889235258102417
1653831593.926409,46,0.8944305777549744
1653831608.9644644,47,0.8759351372718811
1653831623.8700316,48,0.8954696655273438
1653831638.6030915,49,0.897132158279419
1653831653.734276,50,0.8755195140838623
1653831668.439028,51,0.8923524618148804
1653831683.5266657,52,0.881546139717102
1653831698.4593785,53,0.885286808013916
1653831713.6124377,54,0.8823773860931396
1653831728.415086,55,0.8902742862701416
1653831743.2968862,56,0.8896508812904358
1653831758.070806,57,0.8805070519447327
1653831773.227267,58,0.8859102129936218
1653831788.1159291,59,0.8857024312019348
1653831803.0444226,60,0.9156275987625122
1653831818.059132,61,0.9231088757514954
1653831833.1007998,62,0.923732340335846
1653831847.9726808,63,0.9193682670593262
1653831862.6750295,64,0.9191604256629944
1653831877.9765162,65,0.9174979329109192
1653831892.8261893,66,0.9112635254859924
1653831907.6038525,67,0.921862006187439
1653831922.742538,68,0.9201995134353638
1653831937.8176718,69,0.9060681462287903
1653831952.7309422,70,0.9131338596343994
1653831967.6404982,71,0.9118869304656982
1653831982.779158,72,0.9212385416030884
1653831997.5197449,73,0.9147963523864746
1653832012.6333635,74,0.9191604256629944
1653832027.8425696,75,0.9170823097229004
1653832042.8570814,76,0.9083541035652161
1653832057.9242992,77,0.9106400609016418
1653832072.8830755,78,0.910224437713623
1653832087.779762,79,0.9052368998527527
1653832102.9223657,80,0.9066916108131409
1653832117.7246933,81,0.9156275987625122
1653832132.842497,82,0.9133416414260864
1653832147.8248472,83,0.9108479022979736
1653832162.698716,84,0.9010806083679199
1653832177.3772302,85,0.8965087532997131
1653832192.4627707,86,0.9089775681495667
1653832207.2625337,87,0.9096009731292725
1653832222.2441163,88,0.9058603644371033
1653832236.8151672,89,0.9017040729522705
1653832252.1248953,90,0.9287198781967163
1653832266.655866,91,0.9268495440483093
1653832281.871594,92,0.923732340335846
1653832296.916012,93,0.9260182976722717
1653832311.8002782,94,0.9289276599884033
1653832326.5679812,95,0.9297589063644409
1653832341.6397622,96,0.9295511245727539
1653832356.4006705,97,0.9295511245727539
1653832371.639884,98,0.9278886318206787
1653832386.469684,99,0.9285120368003845
1653832401.4264076,100,0.9301745891571045
1653832416.4791548,101,0.9287198781967163
1653832431.355844,102,0.9287198781967163
1653832446.5098908,103,0.9289276599884033
1653832461.5244927,104,0.9287198781967163
1653832476.2236898,105,0.9278886318206787
1653832491.1149938,106,0.9299667477607727
1653832506.4623582,107,0.9328761696815491
1653832521.1608346,108,0.9334995746612549
1653832535.9812279,109,0.9314214587211609
1653832551.0796983,110,0.9322527050971985
1653832566.1009464,111,0.9345386624336243
1653832580.9169364,112,0.9314214587211609
1653832595.5783324,113,0.9293432831764221
1653832610.7959714,114,0.9278886318206787
1653832625.7914464,115,0.9303823709487915
1653832640.7283845,116,0.9303823709487915
1653832655.5790102,117,0.9324604868888855
1653832670.7066765,118,0.9291355013847351
1653832685.8576427,119,0.9274730086326599
1653832700.6650388,120,0.9343308210372925
1653832715.770666,121,0.9339151978492737
1653832730.9033659,122,0.9343308210372925
1653832745.4875302,123,0.9343308210372925
1653832760.432818,124,0.9332917928695679
1653832775.8541677,125,0.9347464442253113
1653832790.66606,126,0.9349542856216431
1653832805.7096531,127,0.9372402429580688
1653832820.9311786,128,0.9370324015617371
1653832835.82788,129,0.9374480247497559
1653832850.7543173,130,0.9357855319976807
1653832865.8271654,131,0.9376558661460876
1653832880.5897305,132,0.93682461977005
1653832895.849113,133,0.9362011551856995
1653832910.8007803,134,0.9372402429580688
1653832925.7914596,135,0.9372402429580688
1653832940.9983814,136,0.9372402429580688
1653832955.8864672,137,0.9384871125221252
1653832971.070226,138,0.9349542856216431
1653832986.044449,139,0.9376558661460876
1653833001.0979724,140,0.9366167783737183
1653833016.204325,141,0.9370324015617371
1653833031.1544387,142,0.9376558661460876
1653833046.2222126,143,0.9374480247497559
1653833061.3554199,144,0.9376558661460876
1653833076.3327048,145,0.9380714893341064
1653833091.2187693,146,0.9382793307304382
1653833106.1702576,147,0.9391105771064758
1653833121.110799,148,0.93682461977005
1653833136.2410917,149,0.9382793307304382
1653833151.1487734,150,0.9391105771064758
1653833166.104552,151,0.9378636479377747
1653833180.8270814,152,0.9382793307304382
1653833195.9675806,153,0.9372402429580688
1653833210.7364936,154,0.9374480247497559
1653833225.764455,155,0.938694953918457
1653833240.778708,156,0.9374480247497559
1653833255.8266804,157,0.9393183588981628
1653833270.908235,158,0.9384871125221252
1653833286.0056705,159,0.9382793307304382
