Wall time,Step,Value
1653984248.8039126,0,0.8969243764877319
1653984270.0445378,1,0.8690773248672485
1653984291.0887911,2,0.8570241332054138
1653984312.4368186,3,0.8337489366531372
1653984333.9142826,4,0.8518287539482117
1653984355.2514377,5,0.8618038296699524
1653984376.350987,6,0.8189941644668579
1653984397.6802146,7,0.8580631613731384
1653984418.8917186,8,0.8250207901000977
1653984440.083498,9,0.8279301524162292
1653984461.4091702,10,0.8088113069534302
1653984475.4509747,11,0.8354114890098572
1653984497.2439077,12,0.8476724624633789
1653984518.4507837,13,0.8352036476135254
1653984539.7969556,14,0.8574397563934326
1653984560.9201958,15,0.830216109752655
1653984582.1444016,16,0.8759351372718811
1653984603.4519882,17,0.8692851066589355
1653984624.775624,18,0.8555694222450256
1653984646.102515,19,0.8499584197998047
1653984667.2081532,20,0.8497506380081177
1653984688.6706288,21,0.8559850454330444
1653984709.902572,22,0.8480880856513977
1653984731.2571607,23,0.856816291809082
1653984752.6301997,24,0.8593100309371948
1653984773.7715228,25,0.830008327960968
1653984795.2541144,26,0.8406068086624146
1653984816.794947,27,0.8543225526809692
1653984838.0102763,28,0.8603491187095642
1653984859.403416,29,0.868453860282898
1653984880.9753747,30,0.912302553653717
1653984900.5049877,31,0.8940149545669556
1653984919.582369,32,0.8956774473190308
1653984941.068443,33,0.9014962315559387
1653984962.3117702,34,0.8786367177963257
1653984983.5417874,35,0.8969243764877319
1653985004.9792998,36,0.8981712460517883
1653985026.3095877,37,0.8917289972305298
1653985047.4754834,38,0.9073150753974915
1653985068.7472243,39,0.8821696043014526
1653985089.919619,40,0.8786367177963257
1653985111.3017163,41,0.9008728265762329
1653985132.3952355,42,0.889443039894104
1653985153.4715455,43,0.88736492395401
1653985174.7750707,44,0.8811305165290833
1653985196.1228864,45,0.8638819456100464
1653985217.4545166,46,0.8896508812904358
1653985238.593337,47,0.8900665044784546
1653985259.9178975,48,0.8778054714202881
1653985281.3046525,49,0.8900665044784546
1653985302.4845078,50,0.8867414593696594
1653985323.6846325,51,0.8659601211547852
1653985339.3056142,52,0.8925602436065674
1653985360.382023,53,0.8832086324691772
1653985381.8195338,54,0.8921446204185486
1653985402.9623544,55,0.8840398788452148
1653985424.196347,56,0.8925602436065674
1653985445.3409266,57,0.8830008506774902
1653985466.6913102,58,0.8628429174423218
1653985487.9397135,59,0.8437240123748779
1653985509.1901112,60,0.9204072952270508
1653985530.4491618,61,0.9243558049201965
1653985551.7241113,62,0.916043221950531
1653985573.0706985,63,0.918121337890625
1653985594.3871422,64,0.9154197573661804
1653985615.6337326,65,0.917913556098938
1653985637.2341402,66,0.9201995134353638
1653985658.62217,67,0.9162510633468628
1653985679.7721503,68,0.9204072952270508
1653985700.702827,69,0.9183291792869568
1653985721.9528184,70,0.9154197573661804
1653985743.234072,71,0.9085619449615479
1653985762.6714435,72,0.9150041341781616
1653985782.4129965,73,0.9104322791099548
1653985803.5354173,74,0.8919368386268616
1653985824.805511,75,0.9135494828224182
1653985845.992245,76,0.9106400609016418
1653985867.1525838,77,0.9064837694168091
1653985888.5857325,78,0.9087697267532349
1653985909.749114,79,0.8942227959632874
1653985931.2655816,80,0.9037821888923645
1653985952.6794937,81,0.9058603644371033
1653985973.9006062,82,0.908146321773529
1653985995.2990534,83,0.9017040729522705
1653986016.4897413,84,0.9039900302886963
1653986037.758492,85,0.8973399996757507
1653986059.105685,86,0.9077306985855103
1653986080.4670951,87,0.9135494828224182
1653986102.0222628,88,0.9021196961402893
1653986123.1099122,89,0.9041978120803833
1653986144.6450956,90,0.9243558049201965
1653986166.083457,91,0.9268495440483093
1653986187.3566875,92,0.9287198781967163
1653986203.634303,93,0.9247714281082153
1653986224.890292,94,0.9226932525634766
1653986246.1995656,95,0.9276807904243469
1653986267.562435,96,0.9305902123451233
1653986288.972235,97,0.9253948330879211
1653986310.3366127,98,0.9274730086326599
1653986331.5562198,99,0.9291355013847351
1653986353.0296555,100,0.9272651672363281
1653986374.4364812,101,0.9276807904243469
1653986395.9146972,102,0.9337074160575867
1653986417.402208,103,0.9285120368003845
1653986438.539181,104,0.9278886318206787
1653986459.7417328,105,0.9305902123451233
1653986481.0095918,106,0.9272651672363281
1653986502.4222436,107,0.9247714281082153
1653986523.8836474,108,0.9235244989395142
1653986545.0132003,109,0.9253948330879211
1653986566.3769665,110,0.915835440158844
1653986587.7090724,111,0.9283042550086975
1653986608.910667,112,0.9272651672363281
1653986625.793607,113,0.9280964136123657
1653986647.5985425,114,0.923940122127533
1653986669.102919,115,0.919783890247345
1653986690.2479022,116,0.921862006187439
1653986711.552844,117,0.9152119755744934
1653986732.776868,118,0.9260182976722717
1653986754.1588986,119,0.9235244989395142
1653986775.5739024,120,0.9332917928695679
1653986796.8571587,121,0.9324604868888855
1653986818.2976801,122,0.9347464442253113
1653986839.3802042,123,0.9345386624336243
1653986860.5487683,124,0.9326683282852173
1653986881.6780198,125,0.9328761696815491
1653986902.8965006,126,0.9332917928695679
1653986924.3486788,127,0.9324604868888855
1653986945.800788,128,0.9337074160575867
1653986967.083778,129,0.9355777502059937
1653986988.4267175,130,0.9353699088096619
1653987009.747201,131,0.9347464442253113
1653987031.2838829,132,0.9372402429580688
1653987050.7042577,133,0.9341230392456055
1653987067.3310769,134,0.9353699088096619
1653987088.6361263,135,0.9341230392456055
1653987110.0101223,136,0.93682461977005
1653987130.8751607,137,0.9357855319976807
1653987152.2674947,138,0.9355777502059937
1653987173.3039734,139,0.9353699088096619
1653987194.5300937,140,0.9345386624336243
1653987215.920681,141,0.9330839514732361
1653987237.4674048,142,0.9334995746612549
1653987258.2186947,143,0.9359933733940125
1653987279.4378119,144,0.9357855319976807
1653987300.3072712,145,0.9384871125221252
1653987321.673408,146,0.9357855319976807
1653987343.2338824,147,0.9351620674133301
1653987364.6497014,148,0.938902735710144
1653987385.8732414,149,0.9370324015617371
1653987407.247793,150,0.9355777502059937
1653987428.4693048,151,0.9355777502059937
1653987449.9299636,152,0.9364089965820312
1653987471.5592964,153,0.9372402429580688
1653987487.8844872,154,0.9359933733940125
1653987509.7348514,155,0.9357855319976807
1653987531.0023377,156,0.9384871125221252
1653987552.0280473,157,0.9397339820861816
1653987573.4125571,158,0.9382793307304382
1653987594.2114959,159,0.9397339820861816
