run,operation,started,time,status,label,blocker,dataset,gpu,model,postprune_epochs,preprune_epochs,pruner,sparsity,step,Accuracy/postprune,Accuracy/preprune,Loss/postprune,Loss/preprune,Sparsity,best_post_acc,best_post_loss,best_pre_acc,best_pre_loss,immediate_post_acc,immediate_post_loss
3beda506,main.py,2022-05-23 08:00:32,2:06:29,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.98,160,0.7797999978065491,0.9319000244140625,0.6372622847557068,0.33082982897758484,0.9850999712944031,0.7797999978065491,0.6330185532569885,0.9337999820709229,0.32228145003318787,0.10000000149011612,2.4986979961395264
47753fb8,main.py,2022-05-23 08:00:22,2:06:27,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.99,160,0.5916000008583069,0.9319000244140625,1.1218055486679077,0.3308534622192383,0.995199978351593,0.59579998254776,1.1116589307785034,0.9326000213623047,0.3090434670448303,0.10000000149011612,2.3197007179260254
a83d29e7,main.py,2022-05-23 07:58:08,2:04:57,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.89,160,0.10000000149011612,0.9305999875068665,2.302584171295166,0.3265373706817627,0.9071999788284302,0.10000000149011612,2.302534341812134,0.9326000213623047,0.3037893772125244,0.10000000149011612,2.3176026344299316
99b88e62,main.py,2022-05-23 07:57:45,2:02:49,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.93,160,0.10000000149011612,0.9329000115394592,2.3025827407836914,0.3269563913345337,0.9467999935150146,0.10000000149011612,2.3025259971618652,0.9332000017166138,0.30471229553222656,0.10000000149011612,2.3490684032440186
939e759d,main.py,2022-05-23 07:56:58,2:02:32,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.96,160,0.10000000149011612,0.9354000091552734,2.302586793899536,0.3245543837547302,0.9718999862670898,0.10000000149011612,2.3024704456329346,0.9354000091552734,0.3069571852684021,0.10000000149011612,2.321993350982666
91563192,main.py,2022-05-23 07:54:50,2:03:06,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.98,160,0.10000000149011612,0.9312000274658203,2.3025875091552734,0.33781591057777405,0.9879999756813049,0.10000000149011612,2.3025012016296387,0.9322999715805054,0.3085104823112488,0.10000000149011612,2.348996162414551
e5e0d337,main.py,2022-05-23 07:54:42,2:03:25,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.99,160,0.10000000149011612,0.9337999820709229,2.302582025527954,0.32329124212265015,0.9952999949455261,0.10000000149011612,2.30252742767334,0.9341999888420105,0.31048378348350525,0.10000000149011612,2.324763298034668
a0c26f72,main.py,2022-05-23 07:53:45,2:07:26,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.89,160,0.9287999868392944,0.9329000115394592,0.3185928761959076,0.31410980224609375,0.8744000196456909,0.9316999912261963,0.2987258732318878,0.9329000115394592,0.29180043935775757,0.7271000146865845,0.9480513334274292
33c8acb8,main.py,2022-05-23 07:52:23,2:07:33,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.93,160,0.926800012588501,0.9289000034332275,0.3397543728351593,0.337461918592453,0.9197999835014343,0.9276000261306763,0.29564541578292847,0.9301999807357788,0.323320597410202,0.10329999774694443,3.891150712966919
add72e02,main.py,2022-05-23 07:51:05,2:05:40,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.96,160,0.9258999824523926,0.9318000078201294,0.36007267236709595,0.33027487993240356,0.9550999999046326,0.9258999824523926,0.305268794298172,0.9325000047683716,0.3125465214252472,0.10000000149011612,2.5917816162109375
30c698c6,main.py,2022-05-23 07:50:06,2:02:30,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.98,160,0.892300009727478,0.9320999979972839,0.42610272765159607,0.33307012915611267,0.9787999987602234,0.8934000134468079,0.36549273133277893,0.9329000115394592,0.3075368106365204,0.10000000149011612,2.327491283416748
e8637412,main.py,2022-05-23 07:49:52,2:03:21,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.99,160,0.8582000136375427,0.928600013256073,0.4546384811401367,0.3548608422279358,0.989799976348877,0.8582000136375427,0.4489419162273407,0.9301999807357788,0.33185312151908875,0.10000000149011612,2.3456225395202637
d920ff07,main.py,2022-05-23 07:49:41,2:10:14,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.89,160,0.9334999918937683,0.9323999881744385,0.3079235851764679,0.3268934190273285,0.8824999928474426,0.9348000288009644,0.2993917763233185,0.9337000250816345,0.30080416798591614,0.5619000196456909,1.5711236000061035
6de890ec,main.py,2022-05-23 07:49:29,2:09:21,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.93,160,0.9290000200271606,0.9298999905586243,0.3389166593551636,0.33385366201400757,0.9228000044822693,0.9291999936103821,0.3092418313026428,0.9316999912261963,0.31586119532585144,0.10000000149011612,4.23941707611084
cc21104e,main.py,2022-05-23 07:43:30,2:13:26,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.96,160,0.9154999852180481,0.9308000206947327,0.384484201669693,0.34058839082717896,0.9571999907493591,0.919700026512146,0.325925350189209,0.930899977684021,0.31562575697898865,0.10000000149011612,2.547119617462158
ffcec12a,main.py,2022-05-23 07:42:51,2:13:30,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.98,160,0.8949000239372253,0.9318000078201294,0.4016265869140625,0.34079787135124207,0.9830999970436096,0.8999999761581421,0.3512208163738251,0.9326000213623047,0.30606788396835327,0.10000000149011612,2.369277238845825
d221aaf3,main.py,2022-05-23 05:28:08,2:14:42,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.99,160,0.10000000149011612,0.9284999966621399,2.302584171295166,0.34577521681785583,0.9927999973297119,0.10000000149011612,2.3024685382843018,0.9294000267982483,0.3087262511253357,0.10000000149011612,2.375396966934204
204e256a,main.py,2022-05-23 05:28:07,2:26:34,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.89,160,0.10000000149011612,0.9298999905586243,2.302586078643799,0.3341127038002014,0.868399977684021,0.10000000149011612,2.3024659156799316,0.9312999844551086,0.3192296624183655,0.10000000149011612,2.3179666996002197
196a101c,main.py,2022-05-23 05:28:07,2:21:34,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.93,160,0.10000000149011612,0.9269999861717224,2.302584648132324,0.3589807450771332,0.9190999865531921,0.10000000149011612,2.302497625350952,0.9284999966621399,0.3132425546646118,0.10000000149011612,2.3141191005706787
94bf3b03,main.py,2022-05-23 05:28:06,2:21:45,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.96,160,0.10000000149011612,0.9314000010490417,2.3025879859924316,0.34660062193870544,0.9567999839782715,0.10000000149011612,2.3024961948394775,0.9318000078201294,0.30142366886138916,0.10000000149011612,2.307572364807129
ad25d4a7,main.py,2022-05-23 05:28:06,2:21:59,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.98,160,0.10000000149011612,0.9334999918937683,2.3025870323181152,0.3258154094219208,0.9778000116348267,0.10000000149011612,2.3025012016296387,0.9347000122070312,0.2945288419723511,0.10000000149011612,2.303473711013794
