run,operation,started,time,status,label,blocker,dataset,gpu,model,postprune_epochs,preprune_epochs,pruner,sparsity,step,Accuracy/postprune,Accuracy/preprune,Loss/postprune,Loss/preprune,Sparsity,best_post_acc,best_post_loss,best_pre_acc,best_pre_loss,immediate_post_acc,immediate_post_loss
a382c5a4,main.py,2022-05-23 05:28:05,2:25:39,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.99,160,0.10000000149011612,0.9322999715805054,2.302584171295166,0.3257766664028168,0.9894000291824341,0.10000000149011612,2.3025338649749756,0.9332000017166138,0.3013002276420593,0.10000000149011612,2.3024840354919434
3d51f91c,main.py,2022-05-23 05:28:05,2:24:17,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.89,160,0.9315000176429749,0.9323999881744385,0.29289549589157104,0.3208448588848114,0.8260999917984009,0.9330999851226807,0.2910197973251343,0.9330999851226807,0.3117174506187439,0.7524999976158142,0.9348990321159363
ccc88c3d,main.py,2022-05-23 05:28:04,2:23:00,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.93,160,0.9300000071525574,0.9336000084877014,0.30906641483306885,0.3233502507209778,0.892300009727478,0.9309999942779541,0.30146947503089905,0.9340999722480774,0.3027322590351105,0.16439999639987946,2.604027032852173
391dcca9,main.py,2022-05-23 05:28:03,2:15:25,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.96,160,0.9251000285148621,0.9314000010490417,0.3469144403934479,0.3380812108516693,0.9398000240325928,0.9257000088691711,0.3231780230998993,0.9316999912261963,0.31704145669937134,0.10000000149011612,2.4374587535858154
7444daf1,main.py,2022-05-23 05:28:03,2:26:46,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.98,160,0.9004999995231628,0.9330000281333923,0.4438554644584656,0.3300465941429138,0.9713000059127808,0.9004999995231628,0.3645373284816742,0.9330000281333923,0.3120090663433075,0.10000000149011612,2.3150458335876465
4e03b910,main.py,2022-05-23 05:28:02,2:21:26,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.99,160,0.8705999851226807,0.9304999709129333,0.44064825773239136,0.35160255432128906,0.9866999983787537,0.8747000098228455,0.415332168340683,0.9304999709129333,0.31934255361557007,0.10000000149011612,2.3127119541168213
a6c6f8f9,main.py,2022-05-23 05:28:02,2:29:43,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.89,160,0.933899998664856,0.9319999814033508,0.2905256748199463,0.3291657567024231,0.8449000120162964,0.9351000189781189,0.2878410220146179,0.9340999722480774,0.32730260491371155,0.7754999995231628,0.821538507938385
6bdf3352,main.py,2022-05-23 05:28:01,2:28:56,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.93,160,0.932200014591217,0.9358999729156494,0.3064316511154175,0.32692837715148926,0.9085000157356262,0.9334999918937683,0.2958562672138214,0.9359999895095825,0.2983720898628235,0.16439999639987946,2.583958148956299
938ad515,main.py,2022-05-23 05:28:01,2:32:20,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.96,160,0.9232000112533569,0.9289000034332275,0.34836524724960327,0.34022441506385803,0.9527000188827515,0.9247999787330627,0.30381566286087036,0.9296000003814697,0.313743531703949,0.10000000149011612,2.4748997688293457
6991020d,main.py,2022-05-23 05:28:00,2:32:31,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.98,160,0.902400016784668,0.9279000163078308,0.4288216531276703,0.3458651900291443,0.9801999926567078,0.9049999713897705,0.3397236466407776,0.9297999739646912,0.31561461091041565,0.10000000149011612,2.329928159713745
7335a947,main.py,2022-05-23 05:28:00,2:30:08,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.99,160,0.10000000149011612,0.9312999844551086,2.3025901317596436,0.34528622031211853,0.9915000200271606,0.10000000149011612,2.302510976791382,0.9314000010490417,0.3287966847419739,0.10000000149011612,2.310901403427124
