run,operation,started,time,status,label,blocker,dataset,gpu,model,postprune_epochs,preprune_epochs,pruner,sparsity,step,Accuracy/postprune,Accuracy/preprune,Loss/postprune,Loss/preprune,Sparsity,best_post_acc,best_post_loss,best_pre_acc,best_pre_loss,immediate_post_acc,immediate_post_loss
645af4bb,main.py,2022-05-24 15:08:55,1:47:13,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.7,160,0.10000000149011612,0.9377999901771545,2.302586793899536,0.3023121654987335,0.7749000191688538,0.10000000149011612,2.3025426864624023,0.9387000203132629,0.298820436000824,0.10000000149011612,2.3025548458099365
fcc725bf,main.py,2022-05-24 15:06:52,1:48:33,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.89,160,0.8701000213623047,0.9344000220298767,0.7607805132865906,0.3250916004180908,0.9071000218391418,0.8722000122070312,0.5877124667167664,0.9355000257492065,0.29196733236312866,0.10000000149011612,2.303081512451172
97b46d62,main.py,2022-05-24 15:05:56,1:48:04,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.93,160,0.7425000071525574,0.9369999766349792,1.1051722764968872,0.30190762877464294,0.9427000284194946,0.7425000071525574,0.9961403012275696,0.9375,0.29651182889938354,0.10000000149011612,2.308314800262451
b18f2559,main.py,2022-05-24 15:04:54,1:48:13,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.96,160,0.6887999773025513,0.9341999888420105,1.1625841856002808,0.33494919538497925,0.9675999879837036,0.6887999773025513,1.120444893836975,0.9350000023841858,0.3030048608779907,0.10000000149011612,2.3038082122802734
a48eee2b,main.py,2022-05-24 15:03:31,1:47:09,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.97,160,0.10000000149011612,0.9388999938964844,2.3025832176208496,0.29501888155937195,0.9746999740600586,0.10000000149011612,2.30252742767334,0.9388999938964844,0.2844865024089813,0.10000000149011612,2.3025450706481934
03dba85e,main.py,2022-05-24 14:47:12,2:17:08,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.975,160,0.791100025177002,0.9375,0.7964512705802917,0.3029642403125763,0.9786999821662903,0.7932999730110168,0.7560304403305054,0.9395999908447266,0.2903361916542053,0.10000000149011612,2.3029239177703857
009f48c9,main.py,2022-05-24 14:16:17,2:13:45,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.98,160,0.7560999989509583,0.9363999962806702,0.8102056980133057,0.31456926465034485,0.9835000038146973,0.7594000101089478,0.802678108215332,0.9369000196456909,0.2847200632095337,0.10000000149011612,2.308913469314575
eaae4270,main.py,2022-05-24 14:14:40,2:13:49,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.985,160,0.10000000149011612,0.9355999827384949,2.3025801181793213,0.30587238073349,0.9883000254631042,0.10000000149011612,2.302556276321411,0.9379000067710876,0.2992962896823883,0.10000000149011612,2.3155574798583984
04fe2360,main.py,2022-05-24 14:06:05,2:13:58,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.99,160,0.10000000149011612,0.9337000250816345,2.302584648132324,0.3189718425273895,0.9922999739646912,0.10000000149011612,2.302499532699585,0.9347000122070312,0.31021490693092346,0.10000000149011612,2.3030688762664795
90aacd50,main.py,2022-05-24 14:03:00,2:14:11,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.5,160,0.9402999877929688,0.9326000213623047,0.2819276750087738,0.3100467324256897,0.5781000256538391,0.9416000247001648,0.2809969484806061,0.9355000257492065,0.3070371448993683,0.9322999715805054,0.3155820667743683
95f03fa5,main.py,2022-05-24 13:32:48,2:14:40,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.7,160,0.9401000142097473,0.9340000152587891,0.28756678104400635,0.3250734806060791,0.7692000269889832,0.9406999945640564,0.28557658195495605,0.9343000054359436,0.3095700144767761,0.9282000064849854,0.35523614287376404
c84cc4e5,main.py,2022-05-24 13:20:11,1:48:43,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.89,160,0.9312999844551086,0.9330999851226807,0.32054367661476135,0.3286466896533966,0.9121999740600586,0.933899998664856,0.2962660789489746,0.934499979019165,0.30268558859825134,0.22349999845027924,2.787313222885132
e5abc1ed,main.py,2022-05-24 13:19:09,1:47:41,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.93,160,0.9153000116348267,0.9359999895095825,0.3870011270046234,0.30457359552383423,0.9398999810218811,0.9175999760627747,0.3107723593711853,0.9380000233650208,0.30318447947502136,0.10000000149011612,2.9365789890289307
12d85c4f,main.py,2022-05-24 13:17:00,1:48:55,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.96,160,0.8650000095367432,0.9365000128746033,0.4411240816116333,0.30755558609962463,0.9656000137329102,0.8659999966621399,0.4306005537509918,0.9368000030517578,0.2980334758758545,0.10000000149011612,2.629387617111206
be4d9942,main.py,2022-05-24 13:16:41,1:48:12,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.97,160,0.8378000259399414,0.9345999956130981,0.48847320675849915,0.31805160641670227,0.9757000207901001,0.8402000069618225,0.48808473348617554,0.9345999956130981,0.30981919169425964,0.10000000149011612,2.404700756072998
61752e6d,main.py,2022-05-24 13:15:54,1:47:36,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.975,160,0.8208000063896179,0.9348999857902527,0.5481204390525818,0.3128129243850708,0.9810000061988831,0.8223000168800354,0.5412353873252869,0.9354000091552734,0.309670627117157,0.10000000149011612,2.4100801944732666
d9ee61f4,main.py,2022-05-24 12:29:04,2:18:07,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.98,160,0.10000000149011612,0.9372000098228455,2.3025851249694824,0.3102581202983856,0.9865000247955322,0.10000000149011612,2.302537679672241,0.9372000098228455,0.30477389693260193,0.10000000149011612,2.377321720123291
c36b7534,main.py,2022-05-24 12:01:05,2:15:12,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.985,160,0.6510000228881836,0.9366000294685364,0.9708809852600098,0.3089512288570404,0.9882000088691711,0.6590999960899353,0.9420689940452576,0.9370999932289124,0.28866973519325256,0.10000000149011612,2.3505992889404297
ed73db6c,main.py,2022-05-24 11:58:44,2:15:55,completed,vgg16_cifar10,none,cifar10,cuda,vgg16,160,160,alignment_output,0.99,160,0.10000000149011612,0.9352999925613403,2.302584648132324,0.3199356496334076,0.9944999814033508,0.10000000149011612,2.302530288696289,0.9352999925613403,0.30206966400146484,0.10000000149011612,2.364967107772827
f5c47d5e,main.py,2022-05-24 11:54:33,2:11:32,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.5,160,0.9408000111579895,0.9320999979972839,0.25803181529045105,0.3239128291606903,0.3935999870300293,0.9422000050544739,0.2571313977241516,0.9333999752998352,0.30345460772514343,0.9315000176429749,0.32728874683380127
da5ff533,main.py,2022-05-24 11:53:04,2:09:55,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.7,160,0.9363999962806702,0.9340999722480774,0.2852959632873535,0.3158530294895172,0.6825000047683716,0.9373000264167786,0.2839466333389282,0.9340999722480774,0.30658838152885437,0.9301000237464905,0.272349089384079
3bd67b1c,main.py,2022-05-24 11:30:39,1:49:31,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.89,160,0.10000000149011612,0.9343000054359436,2.3025858402252197,0.3094061315059662,0.9053999781608582,0.10000000149011612,2.302488327026367,0.9355999827384949,0.30120721459388733,0.10000000149011612,2.3143343925476074
a1b62de6,main.py,2022-05-24 11:30:21,1:48:47,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.93,160,0.10000000149011612,0.9325000047683716,2.3025853633880615,0.3127988874912262,0.9438999891281128,0.10000000149011612,2.302537441253662,0.9352999925613403,0.3079215884208679,0.10000000149011612,2.3116612434387207
503617de,main.py,2022-05-24 11:28:45,1:48:15,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.96,160,0.10000000149011612,0.9369000196456909,2.3025879859924316,0.3068172037601471,0.9706000089645386,0.10000000149011612,2.3025059700012207,0.9369000196456909,0.29748228192329407,0.10000000149011612,2.3091328144073486
af3ad535,main.py,2022-05-24 11:28:04,1:48:36,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.97,160,0.10000000149011612,0.9358000159263611,2.3025825023651123,0.31427115201950073,0.9797999858856201,0.10000000149011612,2.302502393722534,0.9361000061035156,0.31011682748794556,0.10000000149011612,2.3126120567321777
788a076d,main.py,2022-05-24 11:27:30,1:48:23,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.975,160,0.10000000149011612,0.9330000281333923,2.3025875091552734,0.3214552402496338,0.9836000204086304,0.10000000149011612,2.3025283813476562,0.9337000250816345,0.307160884141922,0.10000000149011612,2.3125479221343994
e439e2f0,main.py,2022-05-24 10:37:56,1:51:07,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.98,160,0.10000000149011612,0.9363999962806702,2.3025851249694824,0.31252071261405945,0.9876999855041504,0.10000000149011612,2.3025197982788086,0.9363999962806702,0.3069207966327667,0.10000000149011612,2.3086776733398438
21d77907,main.py,2022-05-24 09:50:37,2:10:27,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.985,160,0.10000000149011612,0.9344000220298767,2.3025848865509033,0.3107750713825226,0.9919000267982483,0.10000000149011612,2.302527904510498,0.9358000159263611,0.2858327031135559,0.10000000149011612,2.3115975856781006
413a22e7,main.py,2022-05-24 09:48:48,2:09:55,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,magnitude,0.99,160,0.10000000149011612,0.9358000159263611,2.302586555480957,0.31736141443252563,0.995199978351593,0.10000000149011612,2.3024814128875732,0.9358000159263611,0.2967005968093872,0.10000000149011612,2.30914306640625
983378c6,main.py,2022-05-24 09:43:44,2:10:48,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.5,160,0.9361000061035156,0.9358999729156494,0.2825007438659668,0.30864015221595764,0.3273000121116638,0.9370999932289124,0.2812191843986511,0.9363999962806702,0.2901895046234131,0.9337999820709229,0.31663084030151367
ed4a3a5a,main.py,2022-05-24 09:42:08,2:10:55,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.7,160,0.941100001335144,0.933899998664856,0.2652033865451813,0.3083668351173401,0.6345000267028809,0.9417999982833862,0.2647051215171814,0.9358000159263611,0.3023305833339691,0.9301000237464905,0.3437573313713074
cad3825d,main.py,2022-05-24 09:41:47,1:48:51,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.89,160,0.9375,0.9359999895095825,0.2834632396697998,0.3090808689594269,0.8730000257492065,0.9381999969482422,0.28129446506500244,0.9359999895095825,0.2980986535549164,0.48890000581741333,1.6026538610458374
8bcb78ae,main.py,2022-05-24 09:41:46,1:48:35,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.93,160,0.9309999942779541,0.9337000250816345,0.3101837933063507,0.3070293366909027,0.9210000038146973,0.9330000281333923,0.2946889400482178,0.9350000023841858,0.2971624732017517,0.10000000149011612,2.479409694671631
fc29a4ad,main.py,2022-05-24 09:39:48,1:48:56,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.96,160,0.9243999719619751,0.9319000244140625,0.34683626890182495,0.3237817585468292,0.955299973487854,0.9264000058174133,0.3089597821235657,0.932200014591217,0.31749993562698364,0.10000000149011612,2.318340539932251
fe718679,main.py,2022-05-24 09:39:17,1:48:47,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.97,160,0.9089999794960022,0.9368000030517578,0.4025711715221405,0.3075408935546875,0.967199981212616,0.9133999943733215,0.3216385245323181,0.9368000030517578,0.30607661604881287,0.10000000149011612,2.318058490753174
3df768f2,main.py,2022-05-24 09:38:40,1:48:49,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.975,160,0.8967999815940857,0.933899998664856,0.4134524166584015,0.31804949045181274,0.9721999764442444,0.8988000154495239,0.34349411725997925,0.9347000122070312,0.30152803659439087,0.10000000149011612,2.3146841526031494
d9574bee,main.py,2022-05-24 08:48:48,1:49:07,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.98,160,0.8891000151634216,0.9345999956130981,0.42818304896354675,0.3165619671344757,0.9781000018119812,0.890500009059906,0.37299343943595886,0.9351999759674072,0.28482475876808167,0.10000000149011612,2.3152966499328613
562f7df6,main.py,2022-05-24 07:52:48,1:48:58,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.985,160,0.8675000071525574,0.9320999979972839,0.44316911697387695,0.32203173637390137,0.9832000136375427,0.8705999851226807,0.4320085942745209,0.9343000054359436,0.30969247221946716,0.10000000149011612,2.308858633041382
0d5bb543,main.py,2022-05-24 07:52:35,1:49:09,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,relative_error,0.99,160,0.8287000060081482,0.9355999827384949,0.5165385603904724,0.30552899837493896,0.9886999726295471,0.8306999802589417,0.5115911960601807,0.9375,0.30057433247566223,0.10000000149011612,2.3060336112976074
aa2366d7,main.py,2022-05-24 07:50:31,1:49:16,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.5,160,0.10000000149011612,0.9337999820709229,2.3025808334350586,0.3211519420146942,0.4440999925136566,0.10000000149011612,2.3025147914886475,0.934499979019165,0.2969820499420166,0.10000000149011612,2.302583694458008
aa2c933d,main.py,2022-05-24 07:50:05,1:48:33,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.7,160,0.10000000149011612,0.9336000084877014,2.3025803565979004,0.3158995807170868,0.6919999718666077,0.10000000149011612,2.302523374557495,0.9354000091552734,0.3092534840106964,0.10000000149011612,2.3025405406951904
80880eee,main.py,2022-05-24 07:49:19,1:49:57,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.89,160,0.8962000012397766,0.934499979019165,0.5276724696159363,0.3156326413154602,0.871399998664856,0.8988999724388123,0.41274720430374146,0.9358000159263611,0.3020097613334656,0.10000000149011612,2.3057971000671387
35ee65dd,main.py,2022-05-24 07:39:42,2:10:54,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.93,160,0.917900025844574,0.9351000189781189,0.39556288719177246,0.31804919242858887,0.9146000146865845,0.9186999797821045,0.3171369433403015,0.9351999759674072,0.3063369691371918,0.10000000149011612,2.334761142730713
6e1f17bf,main.py,2022-05-24 07:38:05,2:10:42,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.96,160,0.8967000246047974,0.9348999857902527,0.4746776819229126,0.30932363867759705,0.9527999758720398,0.9003999829292297,0.3719243109226227,0.9366999864578247,0.3051266372203827,0.10000000149011612,2.418647527694702
23e9b7b5,main.py,2022-05-24 07:33:01,2:10:42,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.97,160,0.892300009727478,0.9372000098228455,0.5069156885147095,0.3102528750896454,0.9661999940872192,0.8952000141143799,0.3887384831905365,0.9372000098228455,0.3008747398853302,0.10000000149011612,2.32519793510437
aee1999b,main.py,2022-05-24 07:32:17,2:09:50,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.975,160,0.8981999754905701,0.9380999803543091,0.45163851976394653,0.30788126587867737,0.9710999727249146,0.8981999754905701,0.3675425946712494,0.9380999803543091,0.29888173937797546,0.10000000149011612,2.358213424682617
7dcdc44c,main.py,2022-05-24 06:52:25,1:56:23,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.98,160,0.8773999810218811,0.9340999722480774,0.4795621931552887,0.3072143793106079,0.9771000146865845,0.8809000253677368,0.4015580117702484,0.9362000226974487,0.2926405668258667,0.10000000149011612,2.307572603225708
cd3b0960,main.py,2022-05-24 06:10:29,7:22:18,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.99,160,0.8633000254631042,0.9340000152587891,0.4355742633342743,0.3152167797088623,0.9896000027656555,0.8676999807357788,0.4307999610900879,0.9365000128746033,0.2792380452156067,0.10000000149011612,2.34363055229187
f6f4e6bb,main.py,2022-05-24 06:00:53,1:51:41,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.5,160,0.9398000240325928,0.9369999766349792,0.26437684893608093,0.30758869647979736,0.3880999982357025,0.9405999779701233,0.2627481520175934,0.9370999932289124,0.298976868391037,0.9366000294685364,0.31002089381217957
27721445,main.py,2022-05-24 06:00:26,1:52:22,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.7,160,0.9380999803543091,0.9354000091552734,0.27035507559776306,0.3243280351161957,0.6836000084877014,0.9391000270843506,0.27035507559776306,0.9358999729156494,0.30477240681648254,0.932699978351593,0.33455976843833923
59e38e38,main.py,2022-05-24 05:59:25,1:50:39,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.89,160,0.9344000220298767,0.932699978351593,0.2982321083545685,0.3158339262008667,0.8808000087738037,0.9355000257492065,0.2952391505241394,0.9340999722480774,0.29583269357681274,0.44530001282691956,1.8219590187072754
058063ec,main.py,2022-05-24 05:57:19,1:53:11,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.93,160,0.9282000064849854,0.9369000196456909,0.3363048732280731,0.31537288427352905,0.9232000112533569,0.9294999837875366,0.3068367838859558,0.9383000135421753,0.3140632212162018,0.10000000149011612,3.5942442417144775
23987250,main.py,2022-05-24 05:57:19,1:51:59,completed,vgg16_cifar10,alds,cifar10,cuda,vgg16,160,160,alignment_output,0.96,160,0.9114999771118164,0.9343000054359436,0.41124817728996277,0.31225788593292236,0.9581999778747559,0.9146000146865845,0.31806638836860657,0.9348999857902527,0.3029731214046478,0.10000000149011612,2.4952828884124756
f454104f,main.py,2022-05-24 05:10:17,2:29:23,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.93,160,0.10000000149011612,0.9355999827384949,2.3025858402252197,0.3047458827495575,0.9153000116348267,0.10000000149011612,2.3025407791137695,0.9380999803543091,0.29173335433006287,0.10000000149011612,2.3051531314849854
6ec0d438,main.py,2022-05-24 05:08:30,2:29:34,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.96,160,0.10000000149011612,0.9340999722480774,2.3025879859924316,0.31654825806617737,0.9531000256538391,0.10000000149011612,2.302496910095215,0.935699999332428,0.3107408583164215,0.10000000149011612,2.3055057525634766
bf53b19c,main.py,2022-05-24 05:04:05,2:28:55,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.97,160,0.10000000149011612,0.9345999956130981,2.3025834560394287,0.31085488200187683,0.965399980545044,0.10000000149011612,2.302480697631836,0.9351000189781189,0.2993590533733368,0.10000000149011612,2.304987907409668
7bff1dc9,main.py,2022-05-24 05:03:49,2:28:28,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.975,160,0.10000000149011612,0.9365000128746033,2.3025856018066406,0.31792858242988586,0.9713000059127808,0.10000000149011612,2.302530527114868,0.9365000128746033,0.29709097743034363,0.10000000149011612,2.303154706954956
737f83d8,main.py,2022-05-24 04:28:44,2:23:38,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.98,160,0.10000000149011612,0.9362000226974487,2.302582025527954,0.3173607885837555,0.9775999784469604,0.10000000149011612,2.3025267124176025,0.9365000128746033,0.30272963643074036,0.10000000149011612,2.30325984954834
